Various Artists,,,
,,,
,,,
Ben Folds,Versions,File Type,
Drive - B,,,
,,,
,,,
[2001],,,
"11-12-2001 / Tokyo, Japan / Shibuya Public Hall (unk)",Silver CD,FLAC,
,,,
[2005],,,
"4-7-2005 / Melbourne, Australia / MD(M) (Sony ECM-717) (franger)",AUD,FLAC,
"6-4-2005 / Berlin, Germany / Columbiahalle",FM,FLAC,
"11-13-2005 / Nashville, TN / Ryman Auditorium (Sony ECM-909) (unk) ",AUD,FLAC,
,,,
[2007],,,
"8-4-2007 / Pelham, AL / Verizon Wireless Amphitheater (MC 930) (jeff hatcher & dennis tyler)",AUD,FLAC,
,,,
[2008],,,
"4-20-2008 / Duluth, MN / Romano Gym - University of Minnesota Duluth",AUD,FLAC,
,,,
[2021],,,
"1-31-2021 / Melbourne, Australia / Plenary Hall (Nokia Lumia 30) (eckythump)",AUD,FLAC,
"2-28-2021 / Sydney, Australia / Sunset Piazza (Digital Broadcast)",FM,FLAC,
"10-17-2021 / Troy, NY / Troy Savings Bank Music Hall (SP-CMC-8) (smores)",AUD,FLAC 24,
,,,
[2023],,,
"9-30-2023 / Troy, NY / Troy Savings Bank Music Hall (SP-CMC-8) (smores)",AUD,FLAC 24,
,,,
[2024],,,
"6-22-2024 / Great Barrington, MA / Mahaiwe PAC (SP-CMC-8) (smores) ",AUD,FLAC 24,
"11-7-2024 / Buffalo, NY / University at Buffalo Center for the Arts (iPhone 16 Pro) (powerage5)",AUD,FLAC,
"12-31-2024 / Saratoga Springs, NY / City Center (SP-CMC-8) (smores)",AUD,FLAC 24,
,,,
[2025],,,
"5-7-2025 / Rochester, MN / Mayo Civic Center (iPhone) (unk)",AUD,FLAC 24,
"12-20-2025 / Saratoga Springs, NY / UPH (SP-CMC-8) (smores) ",AUD,FLAC 24,
,,,
[MISC],,,
Ben Folds - 1990 Demos,,FLAC,
"Ben Folds - 1990 Demos (Goody Remaster, v.2)",,FLAC,
Ben Folds - Itunes Sessions,,FLAC,
Ben Folds - Rare,,FLAC,
Ben Folds - Vault 1,,FLAC,
Ben Folds - Vault 2 + Extra,,FLAC + MP4,
Ben Folds - The Bens + Majosha '89,,FLAC,
Ben Folds - Way To Normal (Fake Leaked Version) + I Made It Up On Stage,,FLAC,
Ben Folds - So There,,FLAC,
"Ben Folds - Sunny 16, Speed Graphic + Super D EPs",,FLAC,
Ben Folds - Live In Perth (2017),Official Release,FLAC,
,,,
,,,
,,,
,,,
,,,
Better Than Ezra,Versions,File Type,
Drive - E,,,
,,,
,,,
[1995],,,
"6-17-1995 / Irvine, CA / Irvine Meadows - KROQ Weenie Roast",FM,FLAC,
"8-10-1995 / San Francisco, CA / The Fillmore (unk) (neekrive) ",AUD,FLAC,
12-XX-1995 / Better Than Ezra / In Concert (96-15) ,preFM,FLAC,
,,,
[1997],,,
"7-5-1997 / Sunrise, FL / Markham Park - Zetafest 97 (DSM-6P) (datfly) ",AUD,FLAC,
,,,
[2015],,,
12-29-2015 / Dallas TX / House of Blues,Webcast,TS,
,,,
[2021],,,
"9-11-2021 / Huber Heights, OH / Rose Music Center (CA-14s) (charles dewey cole)",AUD,FLAC,
,,,
[2024],,,
"5-5-2024 / Nashville, TN / 3rd & Lindsey (SP-CMC-8 + SBD) (mr sifter)",MIX,FLAC 24,
,,,
[2025],,,
"7-3-2025 / Mason, OH / Mason Municipal Campus (CA-14) (live2cd) ",AUD,FLAC,
,,,
,,,
,,,
,,,
,,,
Blink 182,Versions,File Type,
Drive - D,,,
,,,
,,,
[1997],,,
"11-26-1997 / Irvine, CA / Donald Bren Events Centre (1g)",AUD,DVD,
"11-26-1997 / Irvine, CA / Donald Bren Events Centre - VHS(1) (Handheld) (brownlabel)",AUD,DVD,
,,,
[1999],,,
"7-11-1999 / Denver, CO / Mile High Stadium",AUD,FLAC,
"7-15-1999 / Cleveland, OH / Nautica Stage",AUD,FLAC,
"7-23-1999 / Montreal, QC / Parc Des Iles - Warped Tour - Hi8(M) (agrenier)",AUD,DVD,
,,,
[2000],,,
"1-8-2000 / New York, NY / NBC Studio - Saturday Night Live",TV,MKV,
"1-30-2000 / Melbourne, AUS / Big Day Out (unk) ",PRO,DVD,
"7-25-2000 / San Diego, CA / The Casbah - VHS(1) ",AUD,DVD,
"11-10-2000 / Adelaide, Australia / Adelaide Entertainment Centre",AUD,FLAC,
,,,
[2001],,,
"6-15-2001 / Mountain View, CA / Shoreline Amphitheatre (unk) (neekrive)",AUD,FLAC,
"6-23-2001 /  Irvine, CA / Verizon Wireless Amphitheatre (Sony MD) (unk)",AUD,FLAC,
"7-11-2001 / Cuyahoga Falls, OH / Blossom Music Center (CSB) (charles dewey cole) ",AUD,FLAC,
,,,
[2003],,,
"12-14-2003 / Universal City, CA / Universal Amphitheater - KROQ Almost Acoustic Christmas (Sony ECM-DSP70) (the v.u.) ",AUD,FLAC,
,,,
[2004],,,
"6-6-2004 / Camden, NJ / Tweeter Theatre - miniDV(M)",PRO,DVD,
"6-12-2004 / London, UK / Wembley Arena - Hi8",AMT #1,DVD,
,,,
[2009],,,
"5-19-2009 / Burbank, CA / NBC Studios - Tonight Jay Leno",PRO #1,DVD,
"8-4-2009 / Milwaukee, WI / Marcus Amphitheatre",AUD,FLAC,
,,,
[2011],,,
"8-12-2011 / Bristow, VA / Jiffy Lube Live",AUD,FLAC 24,
,,,
[2013],,,
"2-22-2013 / Brisbane, AU / RNA Showgrounds - Soundwave Festival (SP-BMC-1) (shadowfax1007)",AUD,FLAC,
,,,
[2017],,,
"8-4-2017 / Chicago, IL / Grant Park - Lollapalooza (indykid)",Webcast,TS,
,,,
[2020],,,
"1-18-2020 / Inglewood, CA / The Forum - iHeartRadio ALTer EGO '20 (indykid)",Webcast,TS,
,,,
[2023],,,
"4-14-2023 / Indio, CA / Sahara - Coachella Week One (YouTube Stream) (unk) ",Webcast,MKV,
"4-14-2023 / Indio, CA / Sahara Tent - Coachella (SP-CMC-8) (unk)",AUD,FLAC 24,
"4-23-2023 / Indio, CA / Coachella Festival, Empire Polo Grounds (Webcast) ",Webcast,TS,
"4-23-2023 / Indio, CA / Coachella (Weekend 2) (SP-CMC-8) (fried_morals) ",AUD,FLAC 24,
"5-17-2023 / Pittsburgh, PA / PPG Paints Arena (SP-CMC-8) (live2cd) ",AUD,FLAC 24,
"6-16-2023 / Los Angeles, CA / BMO Stadium (SP-CMC-4U) (ijwthstd)",AUD,FLAC,
,,,
[2024],,,
"2-19-2024 / Brisbane, AUS / Brisbane Entertainment Centre (SP-BMC-12) (bnelive) ",AUD,FLAC 24,
"3-16-2024 / Santiago, Chile / Cenco Malls Stage - Lollapalooza (fstambuk)",Webcast,MKV,
"3-22-2024 / Sao Paulo, Brazil / Lollapalooza (1080 TV Broadcast ",Webcast,MP4,
"7-6-2024 / Inglewood, CA / SoFi Stadium (SP-CMC-4U) (ijwthstd)",AUD,FLAC,
"7-21-2024 / Flushing, NY / Citi Field (Zoom H1n) (waymuu)",AUD,FLAC,
"7-21-2024 / Flushing, NY / Citi Field (Zoom H4N) (peter)",AUD,FLAC,
"8-23-2024 / Reading, England / Reading Festival (BBC iPlayer 720)",Webcast,MP4,
,,,
,,,
,,,
,,,
,,,
Blondshell,Versions,File Type,
Drive - E,,,
,,,
,,,
[2023],,,
"4-4-2023 / New York, NY / Tonight Show with Jimmy Fallon (unk)",TV,TS,
"4-16-2023 / Hollywood, CA / Amoeba Music (SP-CMC-4U) (ijwthstd)",AUD,FLAC,
"11-11-2023 / San Francisco, CA / The Masonic Auditorium (Schoeps MK4) (loughney)",AUD,FLAC,
,,,
[2024],,,
"6-30-2024 / Pilton, UK / Glastonbury Festival, Worthy Farm (1080p)",Webcast,MP4,
,,,
[2026],,,
"4-11-2026 / Indio, CA / Coachella Festival (2160p VP9)",PRO,MKV,
"4-18-2026 / Indio, CA / Coachella Festival-  Empire Polo Grounds - Outdoor Theatre (1080p)",PRO,MKV,
,,,
,,,
,,,
,,,
,,,
Bon Iver,Versions,File Type,
Drive - B,,,
,,,
,,,
[2008],,,
"2-19-2008 / Washington, D.C. / Rock and Roll Hotel",SBD,FLAC,
"2-23-2008 / Brooklyn, NY / Glasslands",MTX,FLAC,
"3-13-2008 / Austin, TX / The Parish",FM,FLAC,
"3-23-2008 / San Francisco, CA / The Independent (aaron miller)",SBD,FLAC,
"4-7-2008 / Columbia, MO / Mojo's",SBD,FLAC,
"5-19-2008 / London, England / The Social",AUD,FLAC,
"5-20-2008 / London, England / Scala",AUD,FLAC,
"6-4-2008 / London, England / St. Giles Church",AUD,FLAC,
"8-8-2008 / Cary, NC / Koka Booth Amphitheatre",AUD,FLAC,
"9-11-2008 / London, England / Shepherds Bush Empire",AUD,FLAC,
"9-15-2008 / Manchester, UK / Academy 2",AUD,FLAC,
"9-25-2008 / Copenhagen, Denmark / Vega",AUD,FLAC,
"9-26-2008 / Hamburg, Germany / Theater - Reeperbahn Festival",FM,FLAC,
"9-30-2008 / Cologne, Germany / Gebaeude 9",AUD,FLAC,
,,,
[2009],,,
"5-19-2009 / Dusseldorf, Germany / Zakk",AUD,FLAC,
"6-6-2009 / Birmingham, AL / Workplay Theatre",AUD,FLAC,
"6-27-2009 / Pilton, England / Worthy Farm",AUD,FLAC,
"6-28-2009 / Pilton, England / Worthy Farm",AUD,FLAC,
"8-15-2009 / Haldern-Rees, Germany / Haldern Pop Festival",AUD,FLAC,
,,,
[2011],,,
"10-16-2011 / London, UK / AIR Studios (4AD Jagjaguwar Session)",TV,MP4,
"12-9-2011 / Chicago, IL / UIC Pavilion",SBD,FLAC,
,,,
[2012],,,
"4-25-2012 / Austin, TX / Austin City Limits",TV,MP4,
"6-10-2012 / Manchester, TN / Bonnaroo Music and Arts Festival",AUD,FLAC,
"7-31-2012 / Stuttgart, Germany / Freilichtbuhne Killesberg",AUD,FLAC,
"9-21-2012 / New York, NY / Radio City Music Hall",Webcast,MP4,
"11-6-2012 / Amsterdam, The Netherlands / Heineken Music Hall",AUD,FLAC,
,,,
[2016],,,
"5-28-2016 / Sydney, Australia / Sydney Opera House",AUD,FLAC,
"9-24-2016 / New York, NY / Rockefeller Center - Studio 6B - The Tonight Show with Jimmy Fallon",TV,MP4,
"12-4-2016 / Brooklyn, NY / Pioneer Works",Webcast,MP4,
,,,
[2019],,,
"7-21-2019 / Grafenhainichen, Germany / Melt Festival",Webcast,MKV,
"11-22-2019 / Eau Claire, WI / Pablo Center at the Confluence - RCU Theatre",AUD,FLAC,
"11-23-2019 / Eau Claire, WI / Pablo Center at the Confluence - RCU Theatre",AUD,FLAC,
,,,
,,,
,,,
,,,
,,,
Boygenius,Versions,File Type,
Drive - E,,,
,,,
,,,
[2023],,,
"4-15-2023 / Indio, CA / Empire Polo Club - Coachella Festival (Webcast 1080)",WEB,MP4,
"4-22-2023 / Indio, CA / Coachella Valley Music and Arts Festival (Webrip) ",WEB,MKV,
"6-4-2023 / Stanford, CA / Frost Amphitheater - Stanford University (SP-CMC-4U) (huskerdu1972)",AUD,FLAC,
"8-16-2023 / Koln, Germany / Palladium (Tascam DR-07X) (bobfather)",AUD,FLAC,
"8-24-2023 / Kingston upon Thames, UK / PRYZM (Sennheiser AMBEO) (thriftynomad) ",AUD,FLAC 24,
"8-27-2023 / Edinburgh, Scotland / Connect Music Festival (CA-11) (rairum)",AUD,FLAC,
"11-7-2023 / London, UK / BBC Maida Vale Studios (BBC iPlayer Stream) (auto_pilot)",WEB,M4A,
"11-11-2023 / New York, NY / NBC Studios - Saturday Night Live HDTV",TV,TS,
,,,
,,,
,,,
,,,
,,,
Brand New,Versions,File Type,
Drive - G,,,
,,,
,,,
[2004],,,
"3-11-2004 / Adelaide, AUS / Adelaide Entertainment Centre (unk)",AUD,FLAC,
,,,
[2016],,,
